"id","listing_url","last_scraped","host_id","host_name","host_since","host_location","neighbourhood","neighbourhood_cleansed","zipcode","property_type","room_type","accommodates","bathrooms","bedrooms","beds","price","number_of_reviews","review_scores_rating","cancellation_policy","amenities"
3348272,"https://www.airbnb.com/rooms/3348272","2016-07-04",7439058,"Gaspard","2013-07-12","Paris, Île-de-France, France","Opéra - Grands Boulevards","Entrepôt","75002","House","Private room",2,1,1,1,39,0,NA,"strict","TV|Internet|Wireless Internet|Kitchen|Heating|Washer|Laptop Friendly Workspace"
13458040,"https://www.airbnb.com/rooms/13458040","2016-07-04",4918098,"Lise","2013-01-31","Paris, Île-de-France, France","X Arrondissement","Entrepôt","75010","Townhouse","Entire home/apt",4,3,4,5,200,0,NA,"flexible","TV|Wireless Internet|Kitchen|Free Parking on Premises|Gym|Heating|Family/Kid Friendly|Washer|Dryer|Essentials|Hangers|Hair Dryer|Iron|translation missing: en.hosting_amenity_50"
3736544,"https://www.airbnb.com/rooms/3736544","2016-07-04",10483730,"Théo Et Sophie","2013-12-07","Paris, Île-de-France, France","Canal Saint-Martin","Entrepôt","75010","House","Private room",2,1,1,1,45,5,100,"flexible","TV|Internet|Wireless Internet|Kitchen|Heating|Essentials"
8079994,"https://www.airbnb.com/rooms/8079994","2016-07-04",29086855,"Michele","2015-03-10","London","Canal Saint-Martin","Entrepôt","75010","House","Entire home/apt",5,1.5,3,3,277,7,89,"strict","TV|Cable TV|Internet|Wireless Internet|Kitchen|Hot Tub|Heating|Family/Kid Friendly|Washer|Dryer|Smoke Detector|Essentials|Hangers|Hair Dryer|Iron|Laptop Friendly Workspace"
9353769,"https://www.airbnb.com/rooms/9353769","2016-07-03",48454470,"Vaibhav","2015-11-08","Paris, Île-de-France, France","Gare du Nord - Gare de I'Est","Entrepôt","75010","House","Shared room",1,1,1,1,100,1,100,"flexible","TV|Internet|Wireless Internet|Kitchen|Breakfast|Hot Tub|Heating|Smoke Detector|First Aid Kit|Safety Card|Shampoo|Iron"
6076032,"https://www.airbnb.com/rooms/6076032","2016-07-03",31538537,"Christiane","2015-04-19","Lipari, Sicily, Italy","République","Entrepôt","75010","House","Entire home/apt",4,1,0,2,30,3,93,"strict","TV|Internet|Wireless Internet|Kitchen|Heating|Family/Kid Friendly|Washer|Carbon Monoxide Detector|First Aid Kit|Essentials|Hangers|Hair Dryer|Iron"
6463140,"https://www.airbnb.com/rooms/6463140","2016-07-03",33753406,"Stéphan","2015-05-19","Paris, Île-de-France, France","Buttes-Chaumont - Belleville","Entrepôt","75019","Townhouse","Entire home/apt",6,2,3,4,191,0,NA,"flexible","TV|Cable TV|Internet|Wireless Internet|Kitchen|Free Parking on Premises|Smoking Allowed|Buzzer/Wireless Intercom|Heating|Family/Kid Friendly|Washer|Smoke Detector|Essentials|Shampoo|24-Hour Check-in|Hangers|Hair Dryer|Iron|Laptop Friendly Workspace"
13663926,"https://www.airbnb.com/rooms/13663926","2016-07-03",7584057,"Elle","2013-07-19","Paris, Île-de-France, France","X Arrondissement","Entrepôt","75010","House","Entire home/apt",8,2,4,4,220,0,NA,"flexible","TV|Wireless Internet|Kitchen|Smoking Allowed|Breakfast|Indoor Fireplace|Heating|Family/Kid Friendly|Washer|Dryer|Smoke Detector|Safety Card|Fire Extinguisher|Essentials|Shampoo|Hangers|Hair Dryer|Iron|Laptop Friendly Workspace"
1978579,"https://www.airbnb.com/rooms/1978579","2016-07-04",10211909,"Cécile","2013-11-23","FR","Place d'Italie - Quartier Chinois","Gobelins","75013","House","Entire home/apt",3,1,2,2,105,23,88,"strict","TV|Cable TV|Internet|Wireless Internet|Kitchen|Pets Allowed|Breakfast|Indoor Fireplace|Heating|Family/Kid Friendly|Washer|Dryer|Smoke Detector|Essentials|Shampoo"
6921661,"https://www.airbnb.com/rooms/6921661","2016-07-04",30063571,"Antonin","2015-03-26","Paris, Île-de-France, France","","Gobelins","75013","House","Private room",2,1,1,1,75,2,100,"moderate","Internet|Wireless Internet|Kitchen|Heating|Washer|Smoke Detector|Carbon Monoxide Detector|Fire Extinguisher|Essentials|Shampoo|translation missing: en.hosting_amenity_49|translation missing: en.hosting_amenity_50"
12626619,"https://www.airbnb.com/rooms/12626619","2016-07-03",19292084,"Marie Claude","2014-08-01","FR","Place d'Italie - Quartier Chinois","Gobelins","75013","House","Private room",2,1.5,1,1,65,0,NA,"flexible","Wireless Internet|Kitchen|Smoking Allowed|Pets live on this property|Cat(s)|Heating|Family/Kid Friendly|Smoke Detector|First Aid Kit|Essentials|Shampoo|Lock on Bedroom Door|24-Hour Check-in|Hangers|Hair Dryer|Iron|Laptop Friendly Workspace"
13022208,"https://www.airbnb.com/rooms/13022208","2016-07-03",40566781,"Adeline","2015-08-05","","","Gobelins","75013","Townhouse","Private room",1,1,1,1,38,0,NA,"moderate","Wireless Internet|Heating|Essentials|Shampoo"
7441894,"https://www.airbnb.com/rooms/7441894","2016-07-04",3026779,"Ivan","2012-07-23","Paris, Île-de-France, France","Porte de Versailles","Gobelins","75013","House","Entire home/apt",5,1,2,2,70,1,80,"strict","TV|Cable TV|Internet|Wireless Internet|Kitchen|Smoking Allowed|Indoor Fireplace|Heating|Family/Kid Friendly|Washer|Smoke Detector|Carbon Monoxide Detector|Fire Extinguisher|Essentials|Hangers|Hair Dryer|Iron"
8875612,"https://www.airbnb.com/rooms/8875612","2016-07-04",45792088,"Pamela","2015-10-05","Paris, Île-de-France, France","Place d'Italie - Quartier Chinois","Gobelins","75013","House","Private room",2,1,1,1,49,15,99,"strict","Internet|Heating|Family/Kid Friendly|Smoke Detector|First Aid Kit|Essentials|Shampoo|Hangers|Hair Dryer|translation missing: en.hosting_amenity_49"
9085864,"https://www.airbnb.com/rooms/9085864","2016-07-03",6111726,"Cecile","2013-04-27","france","Place d'Italie - Quartier Chinois","Gobelins","75013","Townhouse","Entire home/apt",6,1,3,4,105,1,100,"strict","Internet|Wireless Internet|Kitchen|Breakfast|Buzzer/Wireless Intercom|Heating|Family/Kid Friendly|Washer|Dryer|Smoke Detector|Carbon Monoxide Detector|Essentials|Shampoo|Hangers|Hair Dryer|Iron|Laptop Friendly Workspace"
13559056,"https://www.airbnb.com/rooms/13559056","2016-07-04",16944976,"Medina","2014-06-18","Paris, Île-de-France, France","Place d'Italie - Quartier Chinois","Gobelins","75013","House","Entire home/apt",4,2,2,2,401,0,NA,"flexible","TV|Cable TV|Internet|Wireless Internet|Air Conditioning|Kitchen|Smoking Allowed|Indoor Fireplace|Heating|Family/Kid Friendly|Washer|Dryer|Fire Extinguisher|Shampoo|24-Hour Check-in|Hangers|Hair Dryer|Iron|Laptop Friendly Workspace"
10093327,"https://www.airbnb.com/rooms/10093327","2016-07-03",51793018,"Jacqueline Et Timothée","2015-12-20","Ivry-sur-Seine, Île-de-France, France","","Gobelins","94200","Townhouse","Entire home/apt",2,1,0,1,49,31,93,"flexible","TV|Cable TV|Wireless Internet|Kitchen|Buzzer/Wireless Intercom|Heating|Family/Kid Friendly|Washer|Smoke Detector|Essentials|Shampoo|24-Hour Check-in|Hangers|Hair Dryer|Iron|Laptop Friendly Workspace"
6816709,"https://www.airbnb.com/rooms/6816709","2016-07-03",21096905,"Sarah","2014-09-08","Paris, Île-de-France, France","Place d'Italie - Quartier Chinois","Gobelins","75013","Townhouse","Entire home/apt",7,2,2,4,60,4,73,"strict","TV|Cable TV|Internet|Wireless Internet|Kitchen|Heating|Family/Kid Friendly|Washer|Essentials"
5509290,"https://www.airbnb.com/rooms/5509290","2016-07-03",28574717,"Os Caoeiros","2015-03-01","Paris, Île-de-France, France","Place d'Italie - Quartier Chinois","Gobelins","75013","House","Entire home/apt",11,2,5,9,350,6,93,"strict","Internet|Wireless Internet|Kitchen|Heating|Family/Kid Friendly|Washer|Smoke Detector|Essentials|Shampoo|Hangers|Hair Dryer|Iron"
4479180,"https://www.airbnb.com/rooms/4479180","2016-07-03",3953068,"Florence","2012-10-23","Paris, Île-de-France, France","Place d'Italie - Quartier Chinois","Gobelins","75013","House","Private room",2,1,1,1,35,1,80,"flexible","Internet|Wireless Internet|Kitchen|Heating|Essentials"
10625291,"https://www.airbnb.com/rooms/10625291","2016-07-03",50376407,"Isabelle G","2015-12-02","Paris, Île-de-France, France","Place d'Italie - Quartier Chinois","Gobelins","75013","House","Private room",1,1,1,1,30,19,92,"flexible","Internet|Wireless Internet|Kitchen|Pets live on this property|Cat(s)|Buzzer/Wireless Intercom|Heating|Washer|Dryer|Smoke Detector|First Aid Kit|Essentials|24-Hour Check-in|Hangers|Hair Dryer|Iron|Laptop Friendly Workspace"
6840171,"https://www.airbnb.com/rooms/6840171","2016-07-03",7256974,"Julie","2013-07-03","Paris, Île-de-France, France","Alésia","Gobelins","75013","Townhouse","Entire home/apt",4,1,3,3,155,0,NA,"moderate","Internet|Wireless Internet|Kitchen|Pets live on this property|Cat(s)|Indoor Fireplace|Buzzer/Wireless Intercom|Heating|Family/Kid Friendly|Washer|First Aid Kit|Fire Extinguisher|Essentials|Shampoo"
12862152,"https://www.airbnb.com/rooms/12862152","2016-07-03",37528126,"Laurence","2015-07-05","Paris, Île-de-France, France","Place d'Italie - Quartier Chinois","Gobelins","75013","House","Private room",1,1,1,1,35,8,93,"strict","Wireless Internet|Breakfast|Heating|Washer|Dryer|Smoke Detector|Carbon Monoxide Detector|Fire Extinguisher|Essentials|Shampoo|Lock on Bedroom Door|Hangers"
183913,"https://www.airbnb.com/rooms/183913","2016-07-03",882501,"Marie","2011-07-28","Paris, Île-de-France, France","Place d'Italie - Quartier Chinois","Gobelins","75013","House","Private room",4,1,1,1,140,0,NA,"strict","TV|Cable TV|Wireless Internet|Breakfast|Family/Kid Friendly|Smoke Detector|Shampoo"
11029742,"https://www.airbnb.com/rooms/11029742","2016-07-03",57236185,"Bernard","2016-02-03","Paris, Île-de-France, France","Place d'Italie - Quartier Chinois","Gobelins","75013","House","Entire home/apt",4,1,1,2,50,9,67,"flexible","Internet|Wireless Internet|Kitchen|Smoking Allowed|Heating|First Aid Kit|Essentials|24-Hour Check-in|Hangers"
552628,"https://www.airbnb.com/rooms/552628","2016-07-03",2715603,"Charlotte Et Mathieu","2012-06-22","Paris, Île-de-France, France","Place d'Italie - Quartier Chinois","Gobelins","75013","House","Entire home/apt",3,1,1,2,80,121,96,"strict","TV|Cable TV|Internet|Wireless Internet|Kitchen|Smoking Allowed|Pets live on this property|Cat(s)|Heating|Family/Kid Friendly|Washer|Smoke Detector|Carbon Monoxide Detector|Hangers|Hair Dryer|Iron"
5017855,"https://www.airbnb.com/rooms/5017855","2016-07-03",25885494,"Jean-Marie","2015-01-10","Paris, Île-de-France, France","Place d'Italie - Quartier Chinois","Gobelins","75013","House","Entire home/apt",4,1,3,4,160,1,100,"moderate","Wireless Internet|Kitchen|Pets live on this property|Cat(s)|Indoor Fireplace|Heating|Family/Kid Friendly|Washer|Dryer|Smoke Detector|Carbon Monoxide Detector|First Aid Kit|Safety Card|Fire Extinguisher|Essentials"
4900956,"https://www.airbnb.com/rooms/4900956","2016-07-03",10597888,"Philippe","2013-12-13","Paris, Île-de-France, France","Place d'Italie - Quartier Chinois","Gobelins","75013","Townhouse","Entire home/apt",8,3,4,4,321,6,100,"moderate","TV|Cable TV|Internet|Wireless Internet|Kitchen|Pets Allowed|Indoor Fireplace|Buzzer/Wireless Intercom|Heating|Family/Kid Friendly|Washer|Dryer|Smoke Detector|First Aid Kit|Safety Card|Essentials|Shampoo"
5579404,"https://www.airbnb.com/rooms/5579404","2016-07-03",17674937,"Nathalie","2014-07-05","Paris, Île-de-France, France","Place d'Italie - Quartier Chinois","Gobelins","75013","House","Entire home/apt",9,2,4,4,195,8,98,"strict","Internet|Wireless Internet|Kitchen|Pets Allowed|Indoor Fireplace|Heating|Family/Kid Friendly|Washer|Smoke Detector|Carbon Monoxide Detector|Essentials|Shampoo"
6343311,"https://www.airbnb.com/rooms/6343311","2016-07-03",14108935,"Annabel","2014-04-10","Paris, Île-de-France, France","Place d'Italie - Quartier Chinois","Gobelins","75013","House","Entire home/apt",3,1,1,2,70,3,87,"flexible","TV|Internet|Wireless Internet|Kitchen|Pets Allowed|Heating|Family/Kid Friendly|Washer|Dryer|Smoke Detector|Essentials|translation missing: en.hosting_amenity_50"
12789638,"https://www.airbnb.com/rooms/12789638","2016-07-04",37528126,"Laurence","2015-07-05","Paris, Île-de-France, France","Place d'Italie - Quartier Chinois","Gobelins","75013","House","Private room",1,1,1,1,30,7,97,"strict","Wireless Internet|Breakfast|Heating|Washer|Dryer|Smoke Detector|Carbon Monoxide Detector|Fire Extinguisher|Essentials|Shampoo|Lock on Bedroom Door|Hangers"
13429601,"https://www.airbnb.com/rooms/13429601","2016-07-04",59212962,"Pocono","2016-02-17","Paris, Île-de-France, France","","Gobelins","","House","Private room",2,1,1,1,70,2,80,"flexible","Wireless Internet|Smoking Allowed|Indoor Fireplace|Heating|Washer|Dryer|Essentials|Lock on Bedroom Door|Hangers|Iron|Laptop Friendly Workspace"
6865054,"https://www.airbnb.com/rooms/6865054","2016-07-04",35973156,"François","2015-06-16","US","Place d'Italie - Quartier Chinois","Gobelins","75013","House","Entire home/apt",4,1,2,2,160,0,NA,"flexible","TV|Internet|Wireless Internet|Kitchen|Heating|Family/Kid Friendly|Washer|Dryer|Smoke Detector|Safety Card|Essentials|Shampoo"
7720057,"https://www.airbnb.com/rooms/7720057","2016-07-04",35303387,"Maryline","2015-06-08","Paris, Île-de-France, France","Place d'Italie - Quartier Chinois","Gobelins","75013","House","Entire home/apt",9,3,4,4,171,0,NA,"flexible","TV|Internet|Wireless Internet|Kitchen|Smoking Allowed|Pets live on this property|Cat(s)|Indoor Fireplace|Heating|Family/Kid Friendly|Washer|Fire Extinguisher|Essentials"
4692198,"https://www.airbnb.com/rooms/4692198","2016-07-04",7125051,"Florent","2013-06-26","Paris, Île-de-France, France","Place d'Italie - Quartier Chinois","Gobelins","75013","House","Entire home/apt",6,1,2,3,120,0,NA,"strict","TV|Cable TV|Internet|Wireless Internet|Kitchen|Pets live on this property|Cat(s)|Heating|Family/Kid Friendly|Washer|Smoke Detector|Hangers|Hair Dryer|Iron|Laptop Friendly Workspace|translation missing: en.hosting_amenity_50"
8230573,"https://www.airbnb.com/rooms/8230573","2016-07-04",19052746,"Med","2014-07-28","Paris, Île-de-France, France","Place d'Italie - Quartier Chinois","Gobelins","75013","Townhouse","Entire home/apt",4,1.5,1,3,75,9,93,"moderate","TV|Cable TV|Internet|Wireless Internet|Air Conditioning|Wheelchair Accessible|Kitchen|Buzzer/Wireless Intercom|Heating|Family/Kid Friendly|Washer|Smoke Detector|Essentials|Hangers|Iron|Laptop Friendly Workspace"
10196416,"https://www.airbnb.com/rooms/10196416","2016-07-04",33499885,"Suet Tung","2015-05-16","Paris, Île-de-France, France","","Gobelins","75013","House","Entire home/apt",5,1.5,3,3,111,13,65,"moderate","TV|Wireless Internet|Kitchen|Pets Allowed|Hot Tub|Heating|Family/Kid Friendly|Suitable for Events|Washer|Essentials|Shampoo|Hangers|Hair Dryer|Iron"
7304097,"https://www.airbnb.com/rooms/7304097","2016-07-04",38259705,"Frédéric","2015-07-12","Ivry-sur-Seine, Île-de-France, France","","Gobelins","94200","Townhouse","Private room",2,1,1,1,36,0,NA,"flexible","TV|Internet|Wireless Internet|Breakfast|Heating|Smoke Detector|Essentials"
4673924,"https://www.airbnb.com/rooms/4673924","2016-07-04",13706503,"Solange","2014-03-30","Paris, Île-de-France, France","Place d'Italie - Quartier Chinois","Gobelins","75013","House","Entire home/apt",12,4,6,8,296,16,98,"moderate","Internet|Wireless Internet|Kitchen|Smoking Allowed|Heating|Family/Kid Friendly|Washer|Dryer|Smoke Detector|Carbon Monoxide Detector|First Aid Kit|Safety Card|Essentials"
1386044,"https://www.airbnb.com/rooms/1386044","2016-07-04",7377316,"Catherine","2013-07-09","Paris, Île-de-France, France","Place d'Italie - Quartier Chinois","Gobelins","75013","House","Entire home/apt",5,2,3,3,241,0,NA,"strict","Cable TV|Internet|Wireless Internet|Kitchen|Heating|Family/Kid Friendly|Washer"
9770478,"https://www.airbnb.com/rooms/9770478","2016-07-04",50376407,"Isabelle G","2015-12-02","Paris, Île-de-France, France","Place d'Italie - Quartier Chinois","Gobelins","75013","House","Private room",1,1,1,1,39,21,93,"flexible","TV|Cable TV|Internet|Wireless Internet|Kitchen|Cat(s)|Buzzer/Wireless Intercom|Heating|Washer|Dryer|Smoke Detector|Essentials|24-Hour Check-in|Hangers|Hair Dryer|Iron|Laptop Friendly Workspace"
6867813,"https://www.airbnb.com/rooms/6867813","2016-07-03",35988734,"Mélanie","2015-06-16","Paris, Île-de-France, France","Place d'Italie - Quartier Chinois","Gobelins","75013","House","Entire home/apt",8,2,3,3,150,1,80,"moderate","TV|Cable TV|Internet|Wireless Internet|Kitchen|Smoking Allowed|Pets Allowed|Pets live on this property|Cat(s)|Indoor Fireplace|Heating|Family/Kid Friendly|Washer|Dryer|Essentials|Shampoo|24-Hour Check-in|Hangers|Hair Dryer|Iron|Laptop Friendly Workspace"
1729844,"https://www.airbnb.com/rooms/1729844","2016-07-03",8559077,"Hugues","2013-09-01","Paris, Île-de-France, France","Place d'Italie - Quartier Chinois","Gobelins","75013","House","Entire home/apt",4,1,2,2,160,4,95,"strict","Internet|Wireless Internet|Kitchen|Pets Allowed|Heating|Washer"
560544,"https://www.airbnb.com/rooms/560544","2016-07-03",2756491,"Françoise","2012-06-27","Paris, Île-de-France, France","Place d'Italie - Quartier Chinois","Gobelins","75013","House","Entire home/apt",7,2,4,4,270,27,100,"strict","TV|Cable TV|Wireless Internet|Kitchen|Pets Allowed|Indoor Fireplace|Heating|Washer|translation missing: en.hosting_amenity_49|translation missing: en.hosting_amenity_50"
13189684,"https://www.airbnb.com/rooms/13189684","2016-07-03",73814727,"Virginie&Frédéric","2016-05-24","Ivry-sur-Seine, Île-de-France, France","","Gobelins","94200","House","Private room",2,1,1,1,40,5,96,"flexible","Wireless Internet|Pets Allowed|Heating|Washer|Dryer|Smoke Detector|Carbon Monoxide Detector|Safety Card|Essentials|Shampoo|Hangers|Hair Dryer|Iron|Laptop Friendly Workspace"
12597278,"https://www.airbnb.com/rooms/12597278","2016-07-03",22271201,"Franziska","2014-10-08","Paris, Île-de-France, France","Place d'Italie - Quartier Chinois","Gobelins","75013","House","Private room",2,1,1,1,32,5,88,"moderate","Internet|Wireless Internet|Kitchen|Heating|Washer|Smoke Detector|Essentials|Hangers|Iron|Laptop Friendly Workspace"
7216775,"https://www.airbnb.com/rooms/7216775","2016-07-03",17325646,"Nicolas","2014-06-27","Paris, Île-de-France, France","Place d'Italie - Quartier Chinois","Gobelins","75013","House","Shared room",2,1,1,1,50,0,NA,"flexible","TV|Cable TV|Internet|Wireless Internet|Air Conditioning|Kitchen|Heating|Family/Kid Friendly|Washer|Smoke Detector|Fire Extinguisher|Essentials"
1310951,"https://www.airbnb.com/rooms/1310951","2016-07-03",7125051,"Florent","2013-06-26","Paris, Île-de-France, France","Place d'Italie - Quartier Chinois","Gobelins","75013","House","Private room",2,1,1,1,50,19,90,"strict","TV|Cable TV|Internet|Wireless Internet|Kitchen|Smoking Allowed|Breakfast|Pets live on this property|Cat(s)|Heating|Family/Kid Friendly|Washer|Smoke Detector|Essentials|Hair Dryer|Iron|Laptop Friendly Workspace|translation missing: en.hosting_amenity_50"
406726,"https://www.airbnb.com/rooms/406726","2016-07-04",2026386,"Domitille","2012-03-28","Île-de-France","Porte de Versailles","Vaugirard","75015","House","Entire home/apt",8,3,4,4,401,1,100,"moderate","TV|Wireless Internet|Kitchen|Indoor Fireplace|Heating|Family/Kid Friendly|Essentials"
2031358,"https://www.airbnb.com/rooms/2031358","2016-07-04",9227455,"Wladimir","2013-10-04","Paris, Île-de-France, France","Tour Eiffel - Champ de Mars","Vaugirard","75015","Townhouse","Entire home/apt",4,1,1,2,220,1,NA,"strict","TV|Cable TV|Internet|Wireless Internet|Kitchen|Buzzer/Wireless Intercom|Heating|Family/Kid Friendly|Washer|Smoke Detector|Essentials|Shampoo|24-Hour Check-in|Hangers|Hair Dryer|Iron|Laptop Friendly Workspace"
2838387,"https://www.airbnb.com/rooms/2838387","2016-07-04",14520528,"Laura","2014-04-20","Paris, Île-de-France, France","Vaugirard","Vaugirard","75015","House","Entire home/apt",4,1,1,2,77,33,88,"moderate","Internet|Wireless Internet|Kitchen|Breakfast|Heating|Family/Kid Friendly|Washer|Dryer|Essentials"
10654235,"https://www.airbnb.com/rooms/10654235","2016-07-04",24101578,"Anne-Cécile","2014-11-24","Paris, Île-de-France, France","Porte de Versailles","Vaugirard","75015","House","Entire home/apt",4,1,0,2,73,11,96,"strict","Internet|Wireless Internet|Kitchen|Heating|Smoke Detector|Carbon Monoxide Detector|First Aid Kit|Essentials|Shampoo|24-Hour Check-in|Hangers|Hair Dryer|Iron|Laptop Friendly Workspace"
5467691,"https://www.airbnb.com/rooms/5467691","2016-07-04",28184220,"Pascal","2015-02-22","Paris, Île-de-France, France","Commerce - Dupleix","Vaugirard","75015","House","Private room",2,1,1,1,70,41,93,"strict","Internet|Wireless Internet|Pets live on this property|Cat(s)|Heating|First Aid Kit|Essentials|Shampoo|translation missing: en.hosting_amenity_49|translation missing: en.hosting_amenity_50"
13229694,"https://www.airbnb.com/rooms/13229694","2016-07-03",74267795,"Davoli","2016-05-27","Paris, Île-de-France, France","Commerce - Dupleix","Vaugirard","75015","Townhouse","Entire home/apt",4,1,2,2,111,10,82,"strict","TV|Cable TV|Internet|Wireless Internet|Kitchen|Smoking Allowed|Pets Allowed|Heating|Family/Kid Friendly|Suitable for Events|Safety Card|Essentials|Shampoo|Hangers|Hair Dryer|Iron|Laptop Friendly Workspace"
7605586,"https://www.airbnb.com/rooms/7605586","2016-07-03",32075488,"Thibault","2015-04-27","Paris, Île-de-France, France","Commerce - Dupleix","Vaugirard","75015","House","Entire home/apt",4,1,2,2,89,1,80,"moderate","TV|Internet|Wireless Internet|Kitchen|Smoking Allowed|Pets Allowed|Heating|Family/Kid Friendly|Washer|Dryer|First Aid Kit|Fire Extinguisher|Essentials|Shampoo|Hangers|Iron"
7909525,"https://www.airbnb.com/rooms/7909525","2016-07-03",41706682,"Patrick","2015-08-17","Paris, Île-de-France, France","Porte de Versailles","Vaugirard","75015","House","Entire home/apt",8,2,3,3,501,1,NA,"flexible","Cable TV|Internet|Wireless Internet|Air Conditioning|Kitchen|Free Parking on Premises|Smoking Allowed|Buzzer/Wireless Intercom|Heating|Family/Kid Friendly|Washer|Dryer|First Aid Kit|Fire Extinguisher|Essentials|Shampoo"
9326100,"https://www.airbnb.com/rooms/9326100","2016-07-03",48404381,"Jean-Philippe","2015-11-07","NL","Commerce - Dupleix","Vaugirard","75015","House","Entire home/apt",2,1,1,1,59,8,88,"moderate","TV|Cable TV|Internet|Wireless Internet|Kitchen|Heating|Family/Kid Friendly|Washer|Smoke Detector|Essentials|24-Hour Check-in|Hangers|Hair Dryer|Iron|Laptop Friendly Workspace"
8282942,"https://www.airbnb.com/rooms/8282942","2016-07-03",40590916,"Marie Et Xavier","2015-08-05","Paris, Île-de-France, France","Commerce - Dupleix","Vaugirard","75015","House","Entire home/apt",2,1,2,1,140,1,100,"moderate","TV|Cable TV|Internet|Wireless Internet|Kitchen|Buzzer/Wireless Intercom|Heating|Family/Kid Friendly|Washer|Dryer|Smoke Detector|Essentials|Shampoo|Hangers|Hair Dryer|Iron|Laptop Friendly Workspace"
12508668,"https://www.airbnb.com/rooms/12508668","2016-07-03",64224220,"Max","2016-03-23","Paris, Île-de-France, France","Montparnasse","Vaugirard","75015","House","Entire home/apt",4,1,1,2,120,3,100,"strict","TV|Cable TV|Internet|Kitchen|Elevator in Building|Buzzer/Wireless Intercom|Heating|Family/Kid Friendly|Washer|Smoke Detector|First Aid Kit|Essentials|Shampoo|24-Hour Check-in|Hangers|Hair Dryer|Iron|Laptop Friendly Workspace"
6198977,"https://www.airbnb.com/rooms/6198977","2016-07-03",275667,"Barbara","2010-11-01","Paris, Île-de-France, France","","Vaugirard","75015","House","Entire home/apt",16,3,6,8,651,1,100,"flexible","Cable TV|Wireless Internet|Kitchen|Buzzer/Wireless Intercom|Heating|Family/Kid Friendly|Washer|Hangers|Hair Dryer"
3064924,"https://www.airbnb.com/rooms/3064924","2016-07-03",15599275,"Marc-Antoine","2014-05-16","Paris, Île-de-France, France","Porte de Versailles","Vaugirard","75015","House","Entire home/apt",5,2,3,3,195,32,94,"strict","TV|Internet|Wireless Internet|Kitchen|Free Parking on Premises|Heating|Family/Kid Friendly|Washer|Dryer|Essentials|Shampoo|Hangers|Hair Dryer|Iron|Laptop Friendly Workspace"
57766,"https://www.airbnb.com/rooms/57766","2016-07-03",275667,"Barbara","2010-11-01","Paris, Île-de-France, France","Vaugirard","Vaugirard","75015","House","Entire home/apt",11,2,4,6,461,15,91,"moderate","TV|Cable TV|Internet|Wireless Internet|Kitchen|Heating|Family/Kid Friendly|Washer|Safety Card|Essentials"
6282948,"https://www.airbnb.com/rooms/6282948","2016-07-04",19739532,"Raphaele","2014-08-09","Paris, Île-de-France, France","","Vaugirard","75015","House","Entire home/apt",3,1,1,1,60,13,91,"moderate","TV|Internet|Kitchen|Heating|Washer|Smoke Detector|Essentials|Shampoo|Hair Dryer|Iron"
12486567,"https://www.airbnb.com/rooms/12486567","2016-07-04",67587740,"Skander","2016-04-17","Paris, Île-de-France, France","Porte de Versailles","Vaugirard","75015","House","Entire home/apt",4,1.5,1,1,90,0,NA,"moderate","TV|Cable TV|Internet|Wireless Internet|Kitchen|Elevator in Building|Heating|Family/Kid Friendly|Washer|Essentials|Shampoo|24-Hour Check-in|Hangers|Hair Dryer|Iron|Laptop Friendly Workspace"
2873133,"https://www.airbnb.com/rooms/2873133","2016-07-04",14684203,"Marina & Valentin","2014-04-24","Paris, Île-de-France, France","Vaugirard","Vaugirard","75015","House","Entire home/apt",2,1,1,1,100,12,98,"flexible","TV|Wireless Internet|Kitchen|Heating|Washer|Essentials"
6804409,"https://www.airbnb.com/rooms/6804409","2016-07-04",35619973,"Chiao-Yuan","2015-06-12","Paris, Île-de-France, France","","Vaugirard","75015","House","Private room",1,1,1,1,45,0,NA,"strict","Wireless Internet|Kitchen|Elevator in Building|Hot Tub|Heating|Smoke Detector|Essentials|Shampoo"
118120,"https://www.airbnb.com/rooms/118120","2016-07-04",596531,"Anne","2011-05-17","France","Porte de Versailles","Vaugirard","75015","House","Entire home/apt",5,0,3,1,286,0,NA,"flexible","TV|Cable TV|Internet|Wireless Internet|Air Conditioning|Kitchen|Free Parking on Premises|Smoking Allowed|Pets Allowed|Indoor Fireplace|Buzzer/Wireless Intercom|Heating|Family/Kid Friendly|Washer|Dryer|Smoke Detector|Fire Extinguisher"
5974515,"https://www.airbnb.com/rooms/5974515","2016-07-04",28184220,"Pascal","2015-02-22","Paris, Île-de-France, France","Commerce - Dupleix","Vaugirard","75015","House","Private room",2,1,1,2,70,19,91,"flexible","Wireless Internet|Pets live on this property|Cat(s)|Buzzer/Wireless Intercom|Heating|Fire Extinguisher|Essentials|Shampoo"
11384793,"https://www.airbnb.com/rooms/11384793","2016-07-04",59707398,"Laurent","2016-02-21","FR","Vaugirard","Vaugirard","75015","Townhouse","Entire home/apt",6,1,3,3,150,0,NA,"flexible","Internet|Wireless Internet|Kitchen|Smoking Allowed|Heating|Family/Kid Friendly|Washer|Smoke Detector|Safety Card|Essentials|24-Hour Check-in|Hangers|Hair Dryer|Iron|Laptop Friendly Workspace|translation missing: en.hosting_amenity_50"
