"id","listing_url","last_scraped","host_id","host_name","host_since","host_location","neighbourhood","neighbourhood_cleansed","zipcode","property_type","room_type","accommodates","bathrooms","bedrooms","beds","price","number_of_reviews","review_scores_rating","cancellation_policy","amenities"
95981,"https://www.airbnb.com/rooms/95981","2016-07-04",505876,"Jean Sébastien","2011-04-13","Paris, Ile-de-France, France","Père Lachaise - Ménilmontant","Ménilmontant","75020","House","Private room",1,1,1,1,45,73,96,"strict","Internet|Wireless Internet|Kitchen|Free Parking on Premises|Pets Allowed|Pets live on this property|Dog(s)|Indoor Fireplace|Heating|Washer|Dryer|Smoke Detector|Safety Card|Fire Extinguisher"
6852066,"https://www.airbnb.com/rooms/6852066","2016-07-03",27374474,"Sarah","2015-02-07","Paris, Île-de-France, France","Père Lachaise - Ménilmontant","Ménilmontant","75020","House","Private room",4,1,1,2,40,0,NA,"strict","Wireless Internet|Kitchen|Smoking Allowed|Pets live on this property|Cat(s)|Heating|Washer|Smoke Detector|Fire Extinguisher"
8646090,"https://www.airbnb.com/rooms/8646090","2016-07-04",12892878,"Mikael","2014-03-07","Paris, Île-de-France, France","Père Lachaise - Ménilmontant","Ménilmontant","75020","Townhouse","Private room",2,1,1,1,35,0,NA,"flexible","Heating|Washer|Dryer|Smoke Detector|Fire Extinguisher|Essentials"
1826006,"https://www.airbnb.com/rooms/1826006","2016-07-04",8287451,"Marion","2013-08-20","Paris, Île-de-France, France","","Ménilmontant","75020","House","Private room",2,1,1,1,38,2,NA,"flexible","Wireless Internet|Kitchen|Smoking Allowed|Heating|Washer|Dryer"
11854994,"https://www.airbnb.com/rooms/11854994","2016-07-03",22950428,"Judy","2014-10-25","Paris, Île-de-France, France","Père Lachaise - Ménilmontant","Ménilmontant","75020","House","Private room",2,1,1,1,50,0,NA,"flexible","TV|Internet|Kitchen|Buzzer/Wireless Intercom|Heating|Family/Kid Friendly|Smoke Detector|First Aid Kit|Fire Extinguisher|Essentials|Shampoo|Lock on Bedroom Door|24-Hour Check-in|Hangers|Laptop Friendly Workspace"
636035,"https://www.airbnb.com/rooms/636035","2016-07-04",2664648,"Sophie Et Fred","2012-06-17","Paris, Île-de-France, France","Père Lachaise - Ménilmontant","Ménilmontant","75020","House","Private room",2,6,1,2,32,61,77,"strict","Internet|Wireless Internet|Kitchen|Heating|Smoke Detector|First Aid Kit|Fire Extinguisher|Essentials|Lock on Bedroom Door|24-Hour Check-in|Laptop Friendly Workspace"
96208,"https://www.airbnb.com/rooms/96208","2016-07-04",505876,"Jean Sébastien","2011-04-13","Paris, Ile-de-France, France","Père Lachaise - Ménilmontant","Ménilmontant","75020","House","Private room",2,1,1,1,45,71,97,"strict","Internet|Wireless Internet|Kitchen|Pets Allowed|Pets live on this property|Dog(s)|Indoor Fireplace|Heating|Washer|Dryer|Smoke Detector|Carbon Monoxide Detector|Safety Card|Fire Extinguisher"
2344376,"https://www.airbnb.com/rooms/2344376","2016-07-04",11965437,"Danielle","2014-02-05","Paris, Île-de-France, France","Père Lachaise - Ménilmontant","Ménilmontant","75020","House","Private room",2,1,1,1,50,16,99,"moderate","TV|Internet|Wireless Internet|Kitchen|Heating|Family/Kid Friendly|Washer|Dryer|Smoke Detector|Essentials|Shampoo|24-Hour Check-in|Hangers|Hair Dryer|Iron|Laptop Friendly Workspace"
636531,"https://www.airbnb.com/rooms/636531","2016-07-04",2664648,"Sophie Et Fred","2012-06-17","Paris, Île-de-France, France","Père Lachaise - Ménilmontant","Ménilmontant","75020","House","Private room",2,6,1,1,28,46,79,"strict","Internet|Wireless Internet|Kitchen|Heating|Smoke Detector|First Aid Kit|Fire Extinguisher|Essentials|Lock on Bedroom Door|24-Hour Check-in|Laptop Friendly Workspace"
4506539,"https://www.airbnb.com/rooms/4506539","2016-07-03",7613526,"Paolo","2013-07-20","Paris, Île-de-France, France","Buttes-Chaumont - Belleville","Ménilmontant","75020","House","Private room",4,1,1,3,24,5,92,"strict","Internet|Wireless Internet|Kitchen|Smoking Allowed|Pets live on this property|Cat(s)|Buzzer/Wireless Intercom|Heating|Washer|Essentials"
3497677,"https://www.airbnb.com/rooms/3497677","2016-07-04",7949572,"Florence","2013-08-05","Paris, Île-de-France, France","Père Lachaise - Ménilmontant","Ménilmontant","75020","House","Private room",2,1,1,1,25,15,89,"moderate","Internet|Wireless Internet|Pool|Kitchen|Smoking Allowed|Breakfast|Buzzer/Wireless Intercom|Heating|Family/Kid Friendly|First Aid Kit|Safety Card|Essentials|Shampoo|Hangers|Hair Dryer|Laptop Friendly Workspace"
565122,"https://www.airbnb.com/rooms/565122","2016-07-03",2664648,"Sophie Et Fred","2012-06-17","Paris, Île-de-France, France","Père Lachaise - Ménilmontant","Ménilmontant","75020","House","Private room",1,6,1,1,25,16,83,"strict","Internet|Wireless Internet|Kitchen|Heating|Smoke Detector|First Aid Kit|Fire Extinguisher|Essentials|Lock on Bedroom Door|24-Hour Check-in|Laptop Friendly Workspace"
622751,"https://www.airbnb.com/rooms/622751","2016-07-04",2664648,"Sophie Et Fred","2012-06-17","Paris, Île-de-France, France","Père Lachaise - Ménilmontant","Ménilmontant","75020","House","Private room",2,6,1,1,31,67,77,"strict","Internet|Wireless Internet|Kitchen|Heating|Smoke Detector|First Aid Kit|Fire Extinguisher|Essentials|24-Hour Check-in|Laptop Friendly Workspace"
556673,"https://www.airbnb.com/rooms/556673","2016-07-03",2664648,"Sophie Et Fred","2012-06-17","Paris, Île-de-France, France","Père Lachaise - Ménilmontant","Ménilmontant","75020","House","Private room",2,6,1,1,29,64,76,"strict","Internet|Wireless Internet|Kitchen|Heating|Smoke Detector|First Aid Kit|Fire Extinguisher|Essentials|Lock on Bedroom Door|24-Hour Check-in|Laptop Friendly Workspace"
96190,"https://www.airbnb.com/rooms/96190","2016-07-04",505876,"Jean Sébastien","2011-04-13","Paris, Ile-de-France, France","Père Lachaise - Ménilmontant","Ménilmontant","75020","House","Private room",1,1,1,1,45,73,96,"strict","Internet|Wireless Internet|Kitchen|Pets live on this property|Dog(s)|Indoor Fireplace|Buzzer/Wireless Intercom|Heating|Washer|Dryer|Smoke Detector|Carbon Monoxide Detector|Safety Card|Fire Extinguisher"
541941,"https://www.airbnb.com/rooms/541941","2016-07-03",2664648,"Sophie Et Fred","2012-06-17","Paris, Île-de-France, France","Père Lachaise - Ménilmontant","Ménilmontant","75020","House","Private room",1,1,1,1,24,34,91,"strict","Internet|Wireless Internet|Kitchen|Heating|Smoke Detector|First Aid Kit|Fire Extinguisher|Essentials|Lock on Bedroom Door|24-Hour Check-in|Laptop Friendly Workspace"
3715120,"https://www.airbnb.com/rooms/3715120","2016-07-03",18039671,"Isabelle","2014-07-13","Paris, Île-de-France, France","Père Lachaise - Ménilmontant","Ménilmontant","75020","House","Private room",1,1,1,1,30,14,93,"moderate","TV|Internet|Wireless Internet|Kitchen|Heating|Washer|Smoke Detector|First Aid Kit|Safety Card|Fire Extinguisher"
3068498,"https://www.airbnb.com/rooms/3068498","2016-07-03",505876,"Jean Sébastien","2011-04-13","Paris, Ile-de-France, France","Père Lachaise - Ménilmontant","Ménilmontant","75020","House","Entire home/apt",9,2,5,5,451,26,95,"strict","TV|Cable TV|Internet|Wireless Internet|Kitchen|Pets Allowed|Doorman|Indoor Fireplace|Heating|Family/Kid Friendly|Washer|Dryer|Smoke Detector|Carbon Monoxide Detector|First Aid Kit|Fire Extinguisher|Essentials|Shampoo|Hair Dryer|Iron"
3804923,"https://www.airbnb.com/rooms/3804923","2016-07-03",17041219,"Claire","2014-06-20","Paris, Île-de-France, France","Buttes-Chaumont - Belleville","Ménilmontant","75020","House","Entire home/apt",4,1,2,2,120,3,87,"flexible","TV|Cable TV|Internet|Wireless Internet|Kitchen|Free Parking on Premises|Breakfast|Heating|Washer|Essentials"
7219087,"https://www.airbnb.com/rooms/7219087","2016-07-04",6178600,"Iman","2013-05-01","Paris, Île-de-France, France","","Ménilmontant","75020","House","Entire home/apt",5,1,2,2,120,20,93,"strict","TV|Internet|Wireless Internet|Kitchen|Heating|Family/Kid Friendly|Washer|Essentials|Shampoo"
12556493,"https://www.airbnb.com/rooms/12556493","2016-07-04",54068953,"Marie","2016-01-10","Paris, Île-de-France, France","Père Lachaise - Ménilmontant","Ménilmontant","75020","Townhouse","Entire home/apt",6,2,2,4,120,0,NA,"flexible","TV|Cable TV|Internet|Wireless Internet|Kitchen|Smoking Allowed|Pets Allowed|Indoor Fireplace|Heating|Family/Kid Friendly|Washer|Dryer|Essentials|Shampoo|Hangers|Hair Dryer|Iron|Laptop Friendly Workspace"
6473817,"https://www.airbnb.com/rooms/6473817","2016-07-03",33820121,"Alix","2015-05-20","Paris, Île-de-France, France","Père Lachaise - Ménilmontant","Ménilmontant","75020","House","Entire home/apt",4,2,2,2,150,1,80,"flexible","Cable TV|Internet|Wireless Internet|Kitchen|Smoking Allowed|Indoor Fireplace|Buzzer/Wireless Intercom|Heating|Washer|Dryer|Smoke Detector|Essentials"
7549868,"https://www.airbnb.com/rooms/7549868","2016-07-04",39568453,"Pierre","2015-07-26","FR","Buttes-Chaumont - Belleville","Ménilmontant","75020","House","Private room",2,1,1,1,50,0,NA,"flexible","Internet|Wireless Internet|Kitchen|Heating|Washer|Smoke Detector|Essentials"
787962,"https://www.airbnb.com/rooms/787962","2016-07-03",4153255,"Alex","2012-11-14","Paris, Île-de-France, France","Père Lachaise - Ménilmontant","Ménilmontant","75020","House","Entire home/apt",5,1.5,1,3,95,33,92,"moderate","TV|Cable TV|Internet|Wireless Internet|Wheelchair Accessible|Kitchen|Buzzer/Wireless Intercom|Heating|Family/Kid Friendly|Washer|Smoke Detector|First Aid Kit|Safety Card|Fire Extinguisher|Essentials|Shampoo|24-Hour Check-in|Hangers|Hair Dryer|Iron|Laptop Friendly Workspace"
399237,"https://www.airbnb.com/rooms/399237","2016-07-03",1993577,"Freddy","2012-03-23","Paris, Île-de-France, France","Père Lachaise - Ménilmontant","Ménilmontant","75020","House","Entire home/apt",4,1,2,3,150,3,93,"strict","TV|Cable TV|Internet|Wireless Internet|Kitchen|Free Parking on Premises|Heating|Family/Kid Friendly|translation missing: en.hosting_amenity_50"
6430553,"https://www.airbnb.com/rooms/6430553","2016-07-03",8689105,"Marianne","2013-09-07","Paris, Île-de-France, France","Père Lachaise - Ménilmontant","Ménilmontant","75020","House","Entire home/apt",8,2,4,5,181,5,96,"strict","TV|Internet|Wireless Internet|Kitchen|Free Parking on Premises|Smoking Allowed|Pets Allowed|Pets live on this property|Cat(s)|Heating|Family/Kid Friendly|Washer|Dryer|Smoke Detector|First Aid Kit|Safety Card|Fire Extinguisher|Essentials|Shampoo"
2766975,"https://www.airbnb.com/rooms/2766975","2016-07-03",4513195,"Fanny","2012-12-28","Paris, Île-de-France, France","Nation","Ménilmontant","75020","House","Entire home/apt",6,1,2,3,85,1,100,"strict","Internet|Wireless Internet|Kitchen|Pets live on this property|Dog(s)|Washer|Dryer|Smoke Detector|Hangers|Hair Dryer|Iron"
13123106,"https://www.airbnb.com/rooms/13123106","2016-07-03",7695892,"Emmanuelle Et Daniel","2013-07-24","Paris, Île-de-France, France","","Ménilmontant","75020","House","Entire home/apt",2,1,1,1,45,0,NA,"strict","Internet|Wireless Internet|Kitchen|Smoking Allowed|Heating|Family/Kid Friendly|Washer|Essentials|Shampoo|24-Hour Check-in|Hangers|Hair Dryer|Iron|Laptop Friendly Workspace"
6049498,"https://www.airbnb.com/rooms/6049498","2016-07-03",2962644,"Juliette","2012-07-17","Paris, Île-de-France, France","Buttes-Chaumont - Belleville","Ménilmontant","75020","House","Entire home/apt",3,1,1,3,75,4,90,"moderate","Internet|Wireless Internet|Kitchen|Smoking Allowed|Heating|Washer|Smoke Detector|First Aid Kit|Essentials"
7233752,"https://www.airbnb.com/rooms/7233752","2016-07-03",36079511,"Guillaume","2015-06-17","Mexico City, Federal District, Mexico","Buttes-Chaumont - Belleville","Ménilmontant","75020","House","Entire home/apt",4,1,2,2,90,5,92,"strict","Wireless Internet|Kitchen|Smoking Allowed|Heating|Family/Kid Friendly|Washer|Essentials"
5530225,"https://www.airbnb.com/rooms/5530225","2016-07-03",11965437,"Danielle","2014-02-05","Paris, Île-de-France, France","Père Lachaise - Ménilmontant","Ménilmontant","75020","House","Entire home/apt",4,1,1,2,90,2,90,"moderate","TV|Cable TV|Internet|Wireless Internet|Kitchen|Heating|Family/Kid Friendly|Washer|Dryer|Smoke Detector|Essentials|Shampoo|24-Hour Check-in|Hangers|Hair Dryer|Iron|Laptop Friendly Workspace"
13526909,"https://www.airbnb.com/rooms/13526909","2016-07-03",17024246,"Adele","2014-06-20","Paris, Île-de-France, France","Père Lachaise - Ménilmontant","Ménilmontant","75020","House","Private room",2,1,1,1,35,0,NA,"flexible","TV|Wireless Internet|Kitchen|Washer|Essentials|Shampoo|Hangers|translation missing: en.hosting_amenity_49|translation missing: en.hosting_amenity_50"
13136552,"https://www.airbnb.com/rooms/13136552","2016-07-03",37475745,"Valérie","2015-07-04","Paris, Île-de-France, France","Nation","Ménilmontant","75020","House","Entire home/apt",7,2,4,4,241,0,NA,"strict","Cable TV|Wireless Internet|Kitchen|Heating|Washer|Smoke Detector|Essentials|Shampoo|Hangers|Hair Dryer|Iron|Laptop Friendly Workspace|translation missing: en.hosting_amenity_49|translation missing: en.hosting_amenity_50"
6845280,"https://www.airbnb.com/rooms/6845280","2016-07-03",7808564,"Anne-Lise","2013-07-29","Paris, Île-de-France, France","Buttes-Chaumont - Belleville","Ménilmontant","75020","House","Entire home/apt",3,1,2,2,85,3,100,"strict","TV|Cable TV|Wireless Internet|Kitchen|Buzzer/Wireless Intercom|Heating|Family/Kid Friendly|Washer|Dryer|Smoke Detector|Essentials|Hair Dryer|Iron"
556635,"https://www.airbnb.com/rooms/556635","2016-07-03",2664648,"Sophie Et Fred","2012-06-17","Paris, Île-de-France, France","Père Lachaise - Ménilmontant","Ménilmontant","75020","House","Private room",1,6,1,1,26,40,79,"strict","Internet|Wireless Internet|Kitchen|Heating|Smoke Detector|First Aid Kit|Fire Extinguisher|Essentials|Lock on Bedroom Door|24-Hour Check-in|Laptop Friendly Workspace"
1083019,"https://www.airbnb.com/rooms/1083019","2016-07-03",3193338,"Dominique","2012-08-08","Paris, Île-de-France, France","Père Lachaise - Ménilmontant","Ménilmontant","75020","House","Entire home/apt",2,1,1,1,78,6,100,"flexible","TV|Cable TV|Internet|Wireless Internet|Kitchen|Smoking Allowed|Breakfast|Heating|Family/Kid Friendly|Suitable for Events|Washer|Smoke Detector|Essentials|Shampoo|24-Hour Check-in|Hair Dryer|Iron|Laptop Friendly Workspace"
6850908,"https://www.airbnb.com/rooms/6850908","2016-07-03",27374474,"Sarah","2015-02-07","Paris, Île-de-France, France","Père Lachaise - Ménilmontant","Ménilmontant","75020","House","Entire home/apt",4,1,3,3,60,0,NA,"strict","Wireless Internet|Kitchen|Smoking Allowed|Pets live on this property|Cat(s)|Indoor Fireplace|Heating|Washer|Smoke Detector|Fire Extinguisher|Essentials"
429424,"https://www.airbnb.com/rooms/429424","2016-07-03",2134116,"Fabien","2012-04-13","Paris, Île-de-France, France","Buttes-Chaumont - Belleville","Ménilmontant","75020","House","Entire home/apt",5,1,3,4,171,1,NA,"moderate","TV|Cable TV|Internet|Wireless Internet|Kitchen|Heating|Family/Kid Friendly|Washer|Smoke Detector"
9345702,"https://www.airbnb.com/rooms/9345702","2016-07-03",44504694,"Olivier","2015-09-18","Paris, Île-de-France, France","Buttes-Chaumont - Belleville","Ménilmontant","75020","House","Entire home/apt",5,1,2,2,55,9,85,"strict","TV|Internet|Wireless Internet|Kitchen|Smoking Allowed|Buzzer/Wireless Intercom|Heating|Family/Kid Friendly|Suitable for Events|Smoke Detector|Carbon Monoxide Detector|Essentials|Shampoo|24-Hour Check-in|Hangers|Hair Dryer|Iron|Laptop Friendly Workspace"
13018250,"https://www.airbnb.com/rooms/13018250","2016-07-03",71857566,"Hélène","2016-05-13","FR","Père Lachaise - Ménilmontant","Ménilmontant","75020","Townhouse","Private room",4,1,1,2,181,0,NA,"flexible","TV|Wireless Internet|Kitchen|Smoking Allowed|Pets Allowed|Heating|Family/Kid Friendly|Washer|Smoke Detector|Safety Card|Essentials|Hangers|Hair Dryer|Iron|Laptop Friendly Workspace"
8300972,"https://www.airbnb.com/rooms/8300972","2016-07-03",43767152,"Roselyne","2015-09-09","Paris, Île-de-France, France","Père Lachaise - Ménilmontant","Ménilmontant","75020","House","Private room",2,1,1,1,60,0,NA,"moderate","Cable TV|Wireless Internet|Smoking Allowed|Breakfast|Indoor Fireplace|Heating|Family/Kid Friendly|Washer|Dryer|Smoke Detector|First Aid Kit|Essentials|Shampoo"
10795658,"https://www.airbnb.com/rooms/10795658","2016-07-03",31604875,"Valérie","2015-04-20","Paris, Île-de-France, France","Buttes-Chaumont - Belleville","Ménilmontant","75020","House","Entire home/apt",4,1,2,3,171,0,NA,"strict","Internet|Wireless Internet|Kitchen|Heating|Family/Kid Friendly|Washer|Dryer|Essentials|Shampoo|Hangers|Hair Dryer|Iron|Laptop Friendly Workspace"
11976666,"https://www.airbnb.com/rooms/11976666","2016-07-03",37559543,"Charlotte","2015-07-05","Paris, Île-de-France, France","Père Lachaise - Ménilmontant","Ménilmontant","75020","House","Private room",1,1,1,1,20,6,97,"moderate","Wireless Internet|Kitchen|Heating|Washer|Dryer|Smoke Detector|Safety Card|Essentials|Shampoo|Iron|Laptop Friendly Workspace|translation missing: en.hosting_amenity_49|translation missing: en.hosting_amenity_50"
6997372,"https://www.airbnb.com/rooms/6997372","2016-07-03",38818,"Emilie & Joel","2009-09-15","Paris, Ile-de-France, France","Buttes-Chaumont - Belleville","Ménilmontant","75020","House","Entire home/apt",11,3,5,7,321,2,90,"strict","TV|Cable TV|Internet|Wireless Internet|Air Conditioning|Kitchen|Smoking Allowed|Buzzer/Wireless Intercom|Heating|Family/Kid Friendly|Washer|Dryer|Smoke Detector|First Aid Kit|Safety Card|Essentials|Shampoo"
6740579,"https://www.airbnb.com/rooms/6740579","2016-07-03",35296572,"Elsa","2015-06-08","Paris, Île-de-France, France","","Ménilmontant","75020","House","Entire home/apt",2,1,0,1,45,7,100,"flexible","Internet|Wireless Internet|Wheelchair Accessible|Kitchen|Smoking Allowed|Pets Allowed|Breakfast|Heating|Essentials|Shampoo|Hair Dryer"
7000183,"https://www.airbnb.com/rooms/7000183","2016-07-04",7239393,"Mélissa","2013-07-02","Paris, Île-de-France, France","","Ménilmontant","75020","House","Entire home/apt",9,3,5,5,566,1,100,"strict","TV|Internet|Kitchen|Heating|Family/Kid Friendly|Washer|Dryer|Smoke Detector|Essentials|Shampoo"
12375538,"https://www.airbnb.com/rooms/12375538","2016-07-04",60979634,"Dorothée","2016-02-29","Paris, Île-de-France, France","Nation","Ménilmontant","75012","House","Entire home/apt",4,1,2,2,100,0,NA,"moderate","TV|Wireless Internet|Kitchen|Heating|Family/Kid Friendly|Washer|Smoke Detector|Fire Extinguisher|Essentials|Shampoo|24-Hour Check-in|Hangers|Hair Dryer|Iron|Laptop Friendly Workspace"
7146526,"https://www.airbnb.com/rooms/7146526","2016-07-04",32417296,"Flore","2015-05-02","Paris, Île-de-France, France","Père Lachaise - Ménilmontant","Ménilmontant","75020","House","Private room",2,1,1,1,35,1,100,"flexible","Internet|Wireless Internet|Kitchen|Smoking Allowed|Heating|Washer|Dryer|Smoke Detector|Essentials"
6128322,"https://www.airbnb.com/rooms/6128322","2016-07-04",5600479,"Taïdir","2013-03-24","Paris, Île-de-France, France","Nation","Ménilmontant","75020","House","Entire home/apt",5,2,3,3,90,0,NA,"moderate","TV|Cable TV|Internet|Wireless Internet|Kitchen|Heating|Family/Kid Friendly|Washer|Essentials"
1250224,"https://www.airbnb.com/rooms/1250224","2016-07-04",6812593,"Danyce","2013-06-09","Paris, Île-de-France, France","Buttes-Chaumont - Belleville","Ménilmontant","75020","House","Entire home/apt",4,1,2,2,85,19,93,"strict","TV|Cable TV|Internet|Wireless Internet|Kitchen|Smoking Allowed|Buzzer/Wireless Intercom|Heating|Family/Kid Friendly|Washer|Essentials"
2956070,"https://www.airbnb.com/rooms/2956070","2016-07-04",15088139,"Monique","2014-05-04","FR","Père Lachaise - Ménilmontant","Ménilmontant","75020","House","Private room",4,1.5,1,2,70,1,100,"moderate","TV|Internet|Wireless Internet|Kitchen|Pets live on this property|Cat(s)|Heating|Family/Kid Friendly|Washer|Smoke Detector|Carbon Monoxide Detector|Fire Extinguisher|Essentials"
5713776,"https://www.airbnb.com/rooms/5713776","2016-07-04",11154536,"Régis, Ingrid Et Sasha","2014-01-09","Paris, Île-de-France, France","Père Lachaise - Ménilmontant","Ménilmontant","75020","House","Private room",2,1,1,1,60,18,97,"moderate","TV|Cable TV|Wireless Internet|Kitchen|Free Parking on Premises|Pets live on this property|Cat(s)|Buzzer/Wireless Intercom|Heating|Family/Kid Friendly|Washer|Dryer|Smoke Detector|First Aid Kit|Safety Card|Fire Extinguisher|Essentials|Shampoo"
2961270,"https://www.airbnb.com/rooms/2961270","2016-07-04",11154536,"Régis, Ingrid Et Sasha","2014-01-09","Paris, Île-de-France, France","Père Lachaise - Ménilmontant","Ménilmontant","75020","House","Entire home/apt",5,2,3,3,191,0,NA,"flexible","TV|Wireless Internet|Air Conditioning|Kitchen|Free Parking on Premises|Pets live on this property|Cat(s)|Buzzer/Wireless Intercom|Heating|Family/Kid Friendly|Washer|Dryer|Smoke Detector|First Aid Kit|Essentials|Shampoo|Lock on Bedroom Door|Hair Dryer|Iron"
3180898,"https://www.airbnb.com/rooms/3180898","2016-07-04",16129389,"Philippe","2014-05-29","Paris, Île-de-France, France","Buttes-Chaumont - Belleville","Ménilmontant","75020","House","Private room",4,1,1,2,80,0,NA,"moderate","Wireless Internet|Smoking Allowed|Breakfast|Heating|Family/Kid Friendly|Washer|Dryer|Smoke Detector|Fire Extinguisher|Essentials|Shampoo"
1177207,"https://www.airbnb.com/rooms/1177207","2016-07-04",3582540,"Lionel Et Sandrine","2012-09-16","Paris, Île-de-France, France","Buttes-Chaumont - Belleville","Ménilmontant","75020","House","Private room",2,1,1,1,43,0,NA,"flexible","Internet|Kitchen|Doorman|Heating|Washer|Smoke Detector|Carbon Monoxide Detector|Fire Extinguisher|Essentials|Lock on Bedroom Door|Hair Dryer|Iron|Laptop Friendly Workspace"
11136152,"https://www.airbnb.com/rooms/11136152","2016-07-04",9024891,"Jules","2013-09-24","FR","Buttes-Chaumont - Belleville","Ménilmontant","75020","House","Private room",1,1,1,1,40,0,NA,"flexible","Cable TV|Wireless Internet|Kitchen|Indoor Fireplace|Heating|Washer|Essentials|24-Hour Check-in|Hair Dryer|Iron"
6148798,"https://www.airbnb.com/rooms/6148798","2016-07-04",7497695,"Laura","2013-07-15","Paris, Île-de-France, France","Père Lachaise - Ménilmontant","Ménilmontant","75020","House","Private room",3,1,1,1,49,12,92,"moderate","TV|Internet|Wireless Internet|Kitchen|Heating|Washer|Dryer|Smoke Detector|Fire Extinguisher|Essentials"
2194955,"https://www.airbnb.com/rooms/2194955","2016-07-04",9164111,"Philippe","2013-10-01","Paris, Île-de-France, France","Père Lachaise - Ménilmontant","Ménilmontant","75020","House","Entire home/apt",8,2,3,4,195,12,87,"moderate","TV|Cable TV|Internet|Wireless Internet|Kitchen|Smoking Allowed|Heating|Family/Kid Friendly|Washer|Carbon Monoxide Detector|Essentials"
12011923,"https://www.airbnb.com/rooms/12011923","2016-07-04",13949980,"Estelle","2014-04-06","Paris, Île-de-France, France","","Ménilmontant","75020","House","Entire home/apt",6,2,3,4,411,0,NA,"strict",""
9723546,"https://www.airbnb.com/rooms/9723546","2016-07-04",50186406,"Elsa","2015-11-30","FR","Buttes-Chaumont - Belleville","Ménilmontant","75020","House","Entire home/apt",3,1,2,2,105,0,NA,"strict","TV|Cable TV|Internet|Wireless Internet|Kitchen|Indoor Fireplace|Heating|Family/Kid Friendly|Washer|Essentials|Shampoo|24-Hour Check-in|Hangers|Hair Dryer|Iron|Laptop Friendly Workspace"
5880913,"https://www.airbnb.com/rooms/5880913","2016-07-04",30539433,"Mary","2015-04-03","Paris, Île-de-France, France","Père Lachaise - Ménilmontant","Ménilmontant","75020","House","Entire home/apt",8,2,5,6,280,0,NA,"flexible","TV|Cable TV|Internet|Wireless Internet|Kitchen|Heating|Family/Kid Friendly|Washer|Dryer|Essentials|Laptop Friendly Workspace"
767155,"https://www.airbnb.com/rooms/767155","2016-07-04",4046131,"Marie","2012-11-03","Paris, Île-de-France, France","Père Lachaise - Ménilmontant","Ménilmontant","75020","House","Entire home/apt",5,1.5,3,4,160,2,100,"strict","TV|Cable TV|Internet|Wireless Internet|Kitchen|Free Parking on Premises|Smoking Allowed|Heating|Family/Kid Friendly|Washer|Dryer|Essentials"
12564193,"https://www.airbnb.com/rooms/12564193","2016-07-04",53201589,"Flore","2016-01-03","Paris, Île-de-France, France","Père Lachaise - Ménilmontant","Ménilmontant","75020","House","Entire home/apt",9,2,5,6,391,0,NA,"flexible","TV|Cable TV|Internet|Wireless Internet|Kitchen|Indoor Fireplace|Heating|Family/Kid Friendly|Washer|Dryer|Essentials|Shampoo|Hangers|Hair Dryer|Iron|Laptop Friendly Workspace"
6791512,"https://www.airbnb.com/rooms/6791512","2016-07-04",35549967,"Penelope","2015-06-11","Paris, Île-de-France, France","Nation","Ménilmontant","75020","House","Entire home/apt",6,1,2,3,150,0,NA,"strict","TV|Cable TV|Internet|Wireless Internet|Kitchen|Smoking Allowed|Heating|Family/Kid Friendly|Washer|Dryer|Smoke Detector"
2596429,"https://www.airbnb.com/rooms/2596429","2016-07-04",4513195,"Fanny","2012-12-28","Paris, Île-de-France, France","Nation","Ménilmontant","75020","House","Private room",2,1,1,1,39,20,95,"strict","Wireless Internet|Kitchen|Pets Allowed|Pets live on this property|Dog(s)|Heating|Family/Kid Friendly|Washer|Smoke Detector|Essentials|Lock on Bedroom Door|Hangers|Hair Dryer|Iron"
12160893,"https://www.airbnb.com/rooms/12160893","2016-07-04",23309487,"Aline Et Pierre","2014-11-03","Paris, Île-de-France, France","Buttes-Chaumont - Belleville","Ménilmontant","75020","House","Private room",2,1,1,1,30,4,100,"strict","Wireless Internet|Heating|Smoke Detector|Essentials|Shampoo|Lock on Bedroom Door|Hangers|Hair Dryer|Iron|Laptop Friendly Workspace|translation missing: en.hosting_amenity_49|translation missing: en.hosting_amenity_50"
6109358,"https://www.airbnb.com/rooms/6109358","2016-07-04",2664648,"Sophie Et Fred","2012-06-17","Paris, Île-de-France, France","Père Lachaise - Ménilmontant","Ménilmontant","75020","House","Private room",1,1,1,1,39,46,71,"strict","Internet|Wireless Internet|Kitchen|Heating|Family/Kid Friendly|Essentials|24-Hour Check-in"
12945281,"https://www.airbnb.com/rooms/12945281","2016-07-04",20110452,"Céline Et Jeanne","2014-08-16","Paris, Île-de-France, France","","Ménilmontant","75020","House","Entire home/apt",6,1,2,3,130,0,NA,"flexible","Wireless Internet|Kitchen|Heating|Family/Kid Friendly|Washer|Carbon Monoxide Detector|Essentials|Hangers|Laptop Friendly Workspace"
3375965,"https://www.airbnb.com/rooms/3375965","2016-07-04",38818,"Emilie & Joel","2009-09-15","Paris, Ile-de-France, France","Buttes-Chaumont - Belleville","Ménilmontant","75020","House","Entire home/apt",8,2,4,5,160,3,100,"strict","TV|Cable TV|Internet|Wireless Internet|Kitchen|Buzzer/Wireless Intercom|Heating|Family/Kid Friendly|Washer|Dryer|Smoke Detector|Carbon Monoxide Detector|First Aid Kit|Essentials|Shampoo|24-Hour Check-in|Hangers|Hair Dryer|Iron|Laptop Friendly Workspace"
